pub_date,author,img_url,pid,text,response,issue,desired_knowledge
9/16/18 11:51,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/7d3ff718cdf62e98fbdcfab3c7fcc68a/5C3232B0/t51.2885-15/e35/41483683_1440611382759434_7823714744127817365_n.jpg,BnuPr-4F3-9,"Wow ! What is the cat doing? Sitting, right?","@iefiefil haha yes, he sits in some very strange positions!",,
9/16/18 6:00,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/3039ab7d2b5f0a67adea37a2f1b24049/5C3079CF/t51.2885-15/e35/40756311_429357960923177_8923555859492543100_n.jpg,BnuWoeHHeMo,"Wow ! What is the name of the food item? Donut, right?",@bee.amela Hello! Croissant 🥐,,
9/16/18 1:58,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/e96c557a346d307e3d1442b952f2ef41/5C3C71B4/t51.2885-15/e35/40602637_2117541835241318_9120217649249863142_n.jpg,BnttejinMol,"Ohh very nice ! Is this a rural area? No, right?","@iefiefil Yes,  very rural:)",,
9/15/18 17:37,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/8b3a752de34b17f0bb2b37c0e5912aac/5C23A34E/t51.2885-15/e35/41092322_2148204102166798_3583190047026349250_n.jpg,BnukZOah5Jd,"Wow , very amazing photo here ! What is the building made out of? Brick, right?","@ceelvancho thank you! Yes, it's made of bricks :)",,
9/15/18 16:25,payniv,https://scontent-lax3-2.cdninstagram.com/vp/f671d6ffa9450119654100828c46865e/5C17227D/t51.2885-15/e35/40667947_502610756921008_1455774820844496844_n.jpg,BnukUaQjR90,"Ahhhh , very amazing photo here ! What color are the flowers? White, right?","@payniv Yes, White! 😉",,
9/15/18 14:50,payniv,https://scontent-lax3-2.cdninstagram.com/vp/c7c2bb6e814b220d6c666440d9df8100/5C1E1670/t51.2885-15/e35/40985359_2123925694513286_1706587486025811800_n.jpg,BntmbTNhuQL,"Wow very nice ! Is the dog 's tongue out? No, right?",@payniv yes it is!😂😂 He has purple tongue!😄👅,,
9/15/18 14:42,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/43cb5b459de5323c86e30af494573327/5C2AC25E/t51.2885-15/e35/40275509_1100600536756400_2266124012531286891_n.jpg,BnuPtiYFOnO,"Wow , very amazing photo here ! Is this a modern kitchen? No, right?","@iefiefil Tnx,No there is a  office for doctor",,
9/15/18 10:14,ballintama,https://scontent-lax3-2.cdninstagram.com/vp/8ff4efbfceb5c9fd56aa9b18d12dbaf3/5C330A69/t51.2885-15/e35/40473990_239363266699248_1969234548597162728_n.jpg,Bnt7OHEFwxR,"Ohh very nice ! Is this a real animal? No, right?","@ballintama no, it is a human eyebrow! 😅 You can see el full Image in my profile! 😋",,
9/15/18 9:09,payniv,https://scontent-lax3-2.cdninstagram.com/vp/fe9683df0e1552cb879d1ade9058c801/5C362EA8/t51.2885-15/e35/40864160_942132709321712_7631008478422458082_n.jpg,BnuPpvVH1zd,"Wow , what an amazing photo here ! Is there a fireplace? Yes, right?",@payniv of course there is! ☺️,,
9/15/18 8:46,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/c3ea74a44e109a95abbb06adba24baee/5C240762/t51.2885-15/e35/41569396_2233474483347189_322488390258498060_n.jpg,BnuPypJDc3h,"Wow , awesome photo ! Is the girl wearing a dress? No, right?",@ceelvancho Thanks!☺️,,
9/15/18 8:37,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/3e29b9dfef78e4d890d063594417a7dd/5C31DD96/t51.2885-15/e35/41479375_259675658013143_1921363195604527884_n.jpg,BnudYzSnx1X,"Ahhh very nice ! Is the cat asleep? No, right?","@bee.amela Thank you!🤗
And no, he’s not!👌",,
9/15/18 7:36,payniv,https://scontent-lax3-2.cdninstagram.com/vp/9837e01a2757affbf8b026a7984ff697/5C3BFD37/t51.2885-15/e35/40594723_2107203442864583_558844394037358482_n.jpg,Bnudgfkh_XE,"Ohh very nice ! What color are the flowers? Red, right?",@payniv are they lilac?,,
9/15/18 6:45,payniv,https://scontent-lax3-2.cdninstagram.com/vp/aae704c2e62521ae2f2fbdee9087fd0f/5C2A4FA5/t51.2885-15/e35/40399393_2216629301949257_7347427835256104627_n.jpg,BntfvkslJvt,"Wow , what an amazing photo here ! Is this a rural area? No, right?",@payniv absolutely!!!!!,,
9/15/18 6:14,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/1267b82ff77006a0c0d22d79ae6691ce/5C2D8464/t51.2885-15/e35/41271903_1913055705670347_3037725884791390208_n.jpg,BnukYABH-q3,"Ohh very nice ! Is the dog asleep? No, right?",@iefiefil it was right before she took her nap.,,
9/15/18 5:57,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/fbd38b1750f82a76cc2f51f9ae449102/5C2BFA87/t51.2885-15/e35/41495867_228752817990832_3456492214948346465_n.jpg,BnukZQWn7zU,"Wow very nice ! What is the person wearing around their neck? Tie, right?",@ceelvancho just a hat,,
9/15/18 5:40,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/07c0db6ac476ec3cdb9c4ddb5198562b/5C1C6E77/t51.2885-15/e35/40730696_581724882284959_884289897101497077_n.jpg,BnukGc-nXS7,"Ohh very nice ! Is the cat looking at the camera? No, right?","@iefiefil Actually the cat is looking right to the camera, cause we're trying get his attention! 
it worked the photo ended up so cute!",,
9/15/18 5:25,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/f456e18fae221117792f031bca397a26/5C204827/t51.2885-15/e35/40760742_163748737837141_6421890646220183006_n.jpg,BnuPycQFXrH,"Beautiful ! Is this a hotel room? Yes, right?",@bee.amela Thank You. It is not hotel room. It’s NYC apartment,,
9/15/18 4:50,payniv,https://scontent-lax3-2.cdninstagram.com/vp/8d0cc81feb944101fd943075c2d8dfce/5C1E1868/t51.2885-15/e35/41158138_824242017989378_1707754146704697581_n.jpg,BnurKdinjik,"Wow very nice ! Is this a hotel room? No, right?",@payniv No 😀,,
9/15/18 4:26,payniv,https://scontent-lax3-2.cdninstagram.com/vp/901c5d56c84b32fe1f08239cfbabbb9e/5C21F1B8/t51.2885-15/e35/41085899_338924463349657_7277856609271015831_n.jpg,BnurQxnnlBb,"Wow very nice ! Is this a hotel room? No, right?",@payniv haha nope! It's one of client's gorgeous homes 😊,,
9/15/18 2:48,ethanthegarden,https://scontent-lax3-2.cdninstagram.com/vp/88195f8dfa3eea20d8207aa8019ea536/5C23BE30/t51.2885-15/e35/40412250_244874422883666_7690005938373033650_n.jpg,Bnt7MuXhI37,"Very nice ! Is this a busy street? No, right?","@ethanthegarden thanks! No, its just pub, restaurant street! Amazing place!",,
9/15/18 1:28,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/f3dbdf221c5ccc3d0a765ada29054fd5/5C271EFC/t51.2885-15/e35/41318638_1103381026497970_6608935000358256640_n.jpg,BntmlMbFPjW,"Such a beautiful scene here ! Is this a beach? Yes, right?",@iefiefil it's the view from the top of Duart Castle looking out toward the mainland. The castle sits atop a rock outcropping  near the water,,
9/15/18 1:01,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/276fedf18c0ca98f8c0c074d60a0ec6d/5C288BCF/t51.2885-15/e35/40602639_1093342664156090_4011366341764155164_n.jpg,BnuWnbrHL5r,"Wow very nice ! Is this a river? No, right?",@ceelvancho It’s a sea😃,,
9/15/18 0:23,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/8a9252b2716fa981438b4883070e9c21/5C263F15/t51.2885-15/e35/40298716_484519822030950_5644466662694863943_n.jpg,BnuCDlnHpjz,"Wow , what an amazing photo here ! Is this a church? No, right?","@bee.amela 😊 yes, is a church, it is in Armagh, Northenirland.",,
9/15/18 0:04,payniv,https://scontent-lax3-2.cdninstagram.com/vp/00b8f2a79f71cb7d0d1d3cfddcb03d1c/5C61094C/t51.2885-15/e35/40519314_263301244521764_8427325218869464733_n.jpg?_nc_eui2=AeEK6lVVD797kyhawmbmhQYZGv89B0OZtFm48i5uQCenMRca7ri1LHxXyLG57wpls3RCvBBrVymZzq1wC2rd4vDx,BnukGnsnnfQ,"Ahhh , what a very pleasant photo here ! Is the person happy? Yes, right?","@payniv oh, thank you 😂",,
9/15/18 0:01,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/bebfa2b08204f1380a1c36dbc43877bf/5C37DE91/t51.2885-15/e35/41099471_2163676877222259_8359565518274726976_n.jpg,Bnt0ToTHgli,"Wow very nice ! What is the food in the bowl? Car, right?",@iefiefil Thank you for the compliment :) ! The food in the bowl is prawn with chilli sauce and lime in a coconut sauce.,,
9/14/18 23:43,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/732e317a4e98fd6e9983ce34a1928d58/5C1C9B0E/t51.2885-15/e35/40412887_2654474674778150_3949893543081803776_n.jpg,BnuCDqdB72V,"Ahhh , what a very pleasant photo here ! Is this a church? No, right?",@iefiefil It is castle. There is a museum about the history of the territory in it which is totally worth a visit. And an amazing library with antique books. ☺️,,
9/14/18 23:21,payniv,https://scontent-lax3-2.cdninstagram.com/vp/d3b36899325d7bf4bbd58709727a394c/5C18289E/t51.2885-15/e35/40791550_303940120399444_8954783046998585114_n.jpg,Bnt7LYTBpP3,"Ahhh very nice ! Is the dog asleep? Yes, right?",@payniv they are all asleep 😊,,
9/14/18 22:58,payniv,https://scontent-lax3-2.cdninstagram.com/vp/59a4bdf144da7769af394e0696a3ed86/5C3066EB/t51.2885-15/e35/40705456_663510924049640_2917997987674595624_n.jpg?_nc_eui2=AeHsYXEz1m6biNg84b_LKeZfd-iDECbhlN1nwXMr7b-QcHjKXtTQWoxGpi1h5Zk9Hh-GOO-FOTdv5U0nTLpJdAYd,BnuWl-ZDyNa,"Wow , awesome photo here ! What is the white stuff on the table? Snow, right?","@payniv No, it's just a white table 😊! Thank you though.",,
9/14/18 22:51,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/a280fd3b754e9fecffe1bdf901ec39b0/5C18E75C/t51.2885-15/e35/40880222_1867583656655769_8055366487408645659_n.jpg,BnuCCL-lWyl,"Ohh very nice ! What is the white stuff on the plate? Glass, right?",@bee.amela thanks. The withe stuff is sour cream.,,
9/14/18 22:35,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/def5a5a257cedc3aee662ae3c5c6ecf6/5C3385FB/t51.2885-15/e35/40766979_332100610689209_2792958638905839603_n.jpg,Bntme1GBhIh,"Such a cute dog ! What is the cat doing? Laying, right?",@iefiefil Just relaxing on his tower 😻,,
9/14/18 22:32,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/c88b88266c1914bbca1b80b8dde065df/5C3BDE18/t51.2885-15/e35/41389796_297870551025528_8133507755238867283_n.jpg,BnuWc5nBbVT,"Wow , what an amazing photo here ! Is the dog on a bed? Yes, right?",@ceelvancho yes they all have their own,,
9/14/18 22:24,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/b9a32c672a5ce8b33650e19639526b6e/5C2F97C2/t51.2885-15/e35/40114051_1117077398454023_6452915354329022153_n.jpg?_nc_eui2=AeGMs2kk1s4dkltaw__yMzm42v-YdKNA0Wn8nZ7fybVzU44rJ1Cui6lBNHCcRBd-qtwQLPZYWm21OF4tVnAq2IyD,BnurQThBO-A,"Wow , very amazing photo here ! Is this a park? Yes, right?",@bee.amela a beach pier,,
9/14/18 22:14,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/cd7dec8023c1557ab48ac3020a7157b1/5C2AEFBB/t51.2885-15/e35/41587294_2180376772199592_5660636070151109412_n.jpg,BnuWm0PBz9I,"Ohh very nice ! What color are the flowers? Red, right?",@iefiefil some are white and other are flushed pink. The stamens are dark red.,,
9/14/18 22:12,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/3ba494ca08530b0c200f0dbdd519cc53/5C21E5B8/t51.2885-15/e35/40640765_2108895079428578_4680104474275356878_n.jpg,BnttYM4h_gk,"Wow very nice ! What is the shape of the bird? Circle, right?",@iefiefil Thank you so much😊 It's a Collared Dove 😀,,
9/14/18 22:10,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/498027410bbf1e6f01307633d4a8b1f3/5C2D5345/t51.2885-15/e35/40466413_327982191305852_7636755261536126592_n.jpg,BnuWTdlBQ_X,"Wow very nice ! What color are the flowers? Yellow, right?",@bee.amela actually it's orange,,
9/14/18 22:08,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/e5ed8cb7fc5b67a9b6e8394bf8bd6220/5C203CF3/t51.2885-15/e35/40756855_297937467654051_6528758262281272597_n.jpg,BnudSW4FWsV,"Wow nice ! Is the cat asleep? No, right?",@iefiefil yeap,,
9/14/18 21:09,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/b6d98956c320f65525df6fa7ce8d2f42/5BA29692/t51.2885-15/e35/40540002_2139146096349986_6471797583197902471_n.jpg,BnudUkdBC0n,"Wow very nice ! Is the bear in its natural habitat? No, right?","@iefiefil the bear is in the sanctuary in the southern part of the peninsula, so i guess you might call it a “natural habitat”",,
9/14/18 21:07,payniv,https://scontent-lax3-2.cdninstagram.com/vp/b9bd35f8de2c462615da4bbc24fe0702/5C2627FC/t51.2885-15/e35/40405602_316727378906595_8011465142189554954_n.jpg,BnurQT6lWCn,"Ohh very nice ! Is the person wearing a tie? Yes, right?",@payniv huh?,,
9/14/18 21:05,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/e9f1f7999c9e8c76af31d8e8e45f1166/5C391806/t51.2885-15/e35/40332865_413909449136869_337922984557674496_n.jpg?_nc_eui2=AeGo9HqvnlUktWppZPkp0JhsieXu20v8GCs2A6ql5RDC_1W1O-g2-U2CRNhCB3OWjuNBZCXAAF1_NymfBMMXKkkH,BnudfbFhLWu,"Wow , what an amazing photo here ! Is this a modern train? No, right?",@bee.amela It is a train 30 years ago.,,
9/14/18 21:00,payniv,https://scontent-lax3-2.cdninstagram.com/vp/d4dc0d2549dbfd40adf10772bede0e6b/5C2F1A45/t51.2885-15/e35/40801353_236079847067280_3257930522158261533_n.jpg,BnuWpdInAUS,"Wow , what an amazing photo here ! What color are the flowers? Yellow, right?",@payniv yellowish orange,,
9/14/18 20:49,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/ee0d54cecb4d8e9a64e06b1cf4f0535f/5C170019/t51.2885-15/e35/40851265_726679954335352_3974263407527249087_n.jpg,BnukXKohYys,"Wow , what an amazing photo here ! Is this a beach? Yes, right?",@bee.amela Thanks!  It’s Carmel Beach in California.,,
9/14/18 20:22,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/2a278a01763b669fa23ddc41ab47f004/5C31F312/t51.2885-15/e35/40570926_543678616091674_2640140727154429653_n.jpg,Bnudde_B6pU,"Amazing photo here ! Is this a beach? Yes, right?","@iefiefil thanks! Yes, it is.",,
9/14/18 20:20,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/e06b2e5bbab5761299baabe1372e27a7/5C251948/t51.2885-15/e35/41339819_2180326385568679_4936330262140576445_n.jpg,BnukXgbly0e,"Wow , what an amazing photo here ! Is there a bench in the picture? Yes, right?","@ceelvancho Yes, I was sitting in one of them 😉",,
9/14/18 20:13,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/05dcb86bae5969e90829ea0c8ce32b2f/5C2DE3BC/t51.2885-15/e35/40618741_550620032038272_4992564961641597648_n.jpg,BnukN-gBCSc,"Very nice looking view ! What is the red and white object? Phone, right?","@bee.amela thank you😁😁 yes Phone, right!",,
9/14/18 19:27,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/36c5dbb63aeec2c1e11b1839082a35df/5C61BFE9/t51.2885-15/e35/41451609_270606037120764_7351004965351381874_n.jpg,Bnudd9Fh4eO,"Ahhh very nice ! Is the light on? No, right?",@bee.amela I don’t think so,,
9/14/18 19:20,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/64edca6c2977e9dbce22b81920207f63/5C2BCCDC/t51.2885-15/e35/41805999_179701866252499_9208227093094365511_n.jpg,BnuCFNand8Z,"Wow , what an amazing photo here ! What airline is this? <unk>, right?",@iefiefil thanks! Air Canada Express. 😎,,
9/14/18 19:09,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/2a526cdaae12d6a7d51fdc162b826ded/5C31B53E/t51.2885-15/e35/41698891_1156980041132438_8382976212412222866_n.jpg,BnuWpBfne9t,"Wow , what an amazing photo here ! Is this a beach? No, right?",@iefiefil it's the mountains.,,
9/14/18 18:46,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/82f939eebfd2fc0c50e4a6988667be56/5C354ED6/t51.2885-15/e35/40423572_1053842484788119_3310422211807157936_n.jpg,BnuWeOkHcym,"Wow , very amazing photo here ! What is the vase made out of? Plastic, right?",@iefiefil Thanks! The vase is made out of mason jars.,,
9/14/18 18:31,payniv,https://scontent-lax3-2.cdninstagram.com/vp/10665cdb787d49517ff02c067e346057/5C23BA34/t51.2885-15/e35/40095620_284083342197017_7423142153927635341_n.jpg,BnsNHwVHK-s,"Wow very nice ! Is the tv on? Yes, right?","Hi @payniv, the Tv is off. 😊",,
9/14/18 18:08,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/0fe9ce5f755e552cea9c5711ca91f48f/5C29A185/t51.2885-15/e35/41724490_307458573390108_1567612552753498162_n.jpg,BnuWmlEHP3Y,"Amazing photo ! Is the person wearing a life vest? No, right?",@bee.amela ??? No lol,,
9/14/18 18:06,payniv,https://scontent-lax3-2.cdninstagram.com/vp/e09bb0352a9bb98318959530dcd9a40b/5C633273/t51.2885-15/e35/40515144_2653929154832692_7738230447703261212_n.jpg,BnuWjITn4SH,"Wow very nice ! Is this a person or a person\? Woman, right?",@payniv what,,
9/14/18 17:46,payniv,https://scontent-lax3-2.cdninstagram.com/vp/5495d07dda53115a0789482525a1a1ec/5C26CE0F/t51.2885-15/e35/41810030_554129605025060_8377398858189843655_n.jpg,BnuB8_vnida,"I love this ! What color are the flowers? Red, right?",@payniv - multi colored flowers from the grocery store. Ha. 😀,,
9/14/18 16:31,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/a80a55162fa3ef280d1787a81730d317/5C2ED543/t51.2885-15/e35/40760864_286555232071434_2255601586526189714_n.jpg,BnsNSrUnwtx,"Wow , very amazing photo here ! What is the cake made out of? Concrete, right?",@iefiefil Thank you SO much😊❤️ This is a real pancake!!,,
9/14/18 16:29,payniv,https://scontent-lax3-2.cdninstagram.com/vp/7e39acda1792e94529b0d4fcd3529d8f/5C2D6600/t51.2885-15/e35/41163381_269421167229742_3853497151922222714_n.jpg,BnuB2WfBKwq,"Very nice ! What is the dog 's tail on? Nothing, right?","@payniv, guests are afraid",,
9/14/18 16:28,payniv,https://scontent-lax3-2.cdninstagram.com/vp/7ed865866190bf81cd41a1532f93d91a/5C294DE0/t51.2885-15/e35/40566790_263096967656283_5990150347534893056_n.jpg,BnuI4xMFDIQ,"Wow , what an amazing photo here ! Is this a cloudy day? Yes, right?",@payniv muchas gracias! Y sí estaba nublado y de repente una increíble puesta de sol✨,,
9/14/18 16:28,payniv,https://scontent-lax3-2.cdninstagram.com/vp/7e39acda1792e94529b0d4fcd3529d8f/5C2D6600/t51.2885-15/e35/41163381_269421167229742_3853497151922222714_n.jpg,BnuB2WfBKwq,"Very nice ! What is the dog 's tail on? Nothing, right?","@payniv ,only when guests arrive.",,
9/14/18 16:21,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/3d0009b798f15c7adc181a2974abb76e/5C1B9BC2/t51.2885-15/e35/40631366_247900442588692_8263295017626949667_n.jpg,BnuI3ceFVNA,"Wow , what an amazing photo here ! Is this a pizza? No, right?","@bee.amela Nope, it's a figs and goat cheese quiche!",,
9/14/18 16:18,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/85b0ab1cfd19f137b8a338303fcd7d61/5C2E32A9/t51.2885-15/e35/40463780_402462220283513_8845994918117574202_n.jpg,Bnt7LD_n11_,"Ohh very nice ! Is the cat asleep? No, right?","@ceelvancho she was wide awake, I think she wanted all my attention hehe",,
9/14/18 15:52,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/9554d7a535a32f53811ce7895c887ba9/5C21C1DF/t51.2885-15/e35/40514514_1066998320125206_5266153805625762758_n.jpg,Bnt0T-gHqCX,"Wow very nice ! Is this a busy street? No, right?","@iefiefil no, it is not used for cars, but yes for people.",,
9/14/18 15:13,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/0dbfcb681af5445e0701792774ee5a51/5C1879FC/t51.2885-15/e35/40917794_2283014085255968_6192182986486017964_n.jpg,BnuCEhohRCX,"Wow very nice ! Is this a beach? Yes, right?",@bee.amela what kinda question is that?,,
9/14/18 15:08,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/617764fad45f2dcefb2845e95c3ca3db/5C6291EF/t51.2885-15/e35/40650165_2213276485409297_1670235589500813751_n.jpg,BnuB_SfHgBZ,"Ohh very nice ! Is this a hotel room? No, right?","@ceelvancho No, that’s a single Family home in Boynton Beach",,
9/14/18 14:56,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/c95078e5839bb76761ad85674e115aa7/5C3D0A48/t51.2885-15/e35/40917215_1841810769217384_721902672647452032_n.jpg,Bnt7NKDnXcq,"Ohh very nice ! Is this a beach? Yes, right?",@iefiefil Thank you! This is the Gulf of Mexico.,,
9/14/18 14:51,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/27504100f6fec1ec865114c64651287d/5C318AEB/t51.2885-15/e35/40479870_2248247108778170_4625987159193114254_n.jpg,Bnt0VRTnLcC,"Nice ! What is the object sitting in front of? Table, right?",@iefiefil u r right,,
